Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
Will 'No Nickname' Campuzano,Will Campuzano,No Nickname,5.9,125.0,Orthodox,14,6,0,False,3.0,0.0,30.75,1.25,0.25,309.5,0.51,0.42,0.83,0.88,0.45,0.65,0.69,1.0,0.25,Flyweight,Male,Wrestler
Aleksa 'No Nickname' Camur,Aleksa Camur,No Nickname,6.1,205.0,Orthodox,6,3,0,False,3.0,0.0,66.75,0.5,0.0,169.75,0.48,0.38,0.66,0.85,0.4,0.8,0.25,0.0,0.0,Light Heavyweight,Male,Striker
Chico 'The King' Camus,Chico Camus,The King,5.6,125.0,Orthodox,17,7,0,False,3.0,0.0,37.75,0.75,0.38,139.88,0.38,0.36,0.48,0.59,0.31,0.39,0.51,1.0,0.5,Flyweight,Male,Wrestler
Asbel 'No Nickname' Cancio,Asbel Cancio,No Nickname,5.1,225.0,Orthodox,0,1,0,False,1.0,0.0,0.0,0.0,0.0,125.42293236127986,0.44435156249999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
Carlos 'The Cannon' Candelario,Carlos Candelario,The Cannon,5.8,125.0,Southpaw,8,3,0,False,2.5,0.0,39.0,1.5,0.5,104.0,0.4,0.3,0.65,0.5,0.36,0.34,0.48,1.0,1.5,Flyweight,Male,Wrestler
Luiz 'Banha' Cane,Luiz Cane,Banha,6.2,185.0,Southpaw,17,7,0,False,1.56,0.67,28.67,0.22,0.11,18.56,0.48,0.43,0.45,0.87,0.45,0.43,0.56,0.0,0.11,Light Heavyweight,Male,Striker
Guido 'Ninja' Cannetti,Guido Cannetti,Ninja,5.6,135.0,Southpaw,10,8,0,False,1.8,0.0,25.0,1.1,0.2,84.9,0.49,0.31,0.53,0.73,0.39,0.48,0.44,0.4,0.1,Bantamweight,Male,Hybrid
Jared 'The Killa Gorilla' Cannonier,Jared Cannonier,The Killa Gorilla,5.11,185.0,Switch,18,9,0,False,3.05,0.35,61.5,0.5,0.0,65.65,0.51,0.4,0.69,0.87,0.48,0.67,0.39,0.05,0.0,Middleweight,Male,Striker
Steve 'The Robot' Cantwell,Steve Cantwell,The Robot,6.2,185.0,Orthodox,7,6,0,False,2.67,0.0,41.67,0.5,0.5,66.17,0.43,0.36,0.73,0.86,0.42,0.65,0.26,0.33,0.0,Light Heavyweight,Male,Striker
Bryan 'Kid Lightning' Caraway,Bryan Caraway,Kid Lightning,5.8,135.0,Orthodox,21,9,0,False,2.6,0.0,30.9,1.9,0.6,163.2,0.38,0.31,0.7,0.67,0.36,0.45,0.4,0.6,0.1,Bantamweight,Male,Wrestler
Chris 'Kamikaze' Cariaso,Chris Cariaso,Kamikaze,5.3,125.0,Southpaw,17,8,0,False,2.85,0.0,45.46,0.77,0.54,198.77,0.41,0.32,0.73,0.69,0.33,0.65,0.53,0.62,0.0,Flyweight,Male,Striker
Rafael 'No Nickname' Carino,Rafael Carino,No Nickname,6.8,245.0,Orthodox,2,1,1,False,1.0,0.0,8.0,1.0,0.0,168.706,0.47,0.47,0.0,0.0,0.0,0.0,0.47,0.0,0.0,Open Weight,Male,No Clear Style
Antonio 'Cara de Sapato' Carlos Junior,Antonio Carlos Junior,Cara de Sapato,6.2,185.0,Orthodox,11,5,0,False,2.46,0.0,22.31,2.62,0.62,328.92,0.45,0.37,0.66,0.85,0.33,0.4,0.61,0.38,0.08,Middleweight,Male,Wrestler
Spike 'Alpha Ginger' Carlyle,Spike Carlyle,Alpha Ginger,5.8,145.0,Switch,9,3,0,False,2.33,0.0,26.67,2.33,0.33,267.33,0.48,0.58,0.59,0.63,0.53,0.64,0.45,0.0,1.33,Featherweight,Male,Wrestler
Francis 'Limitless' Carmont,Francis Carmont,Limitless,6.3,205.0,Orthodox,25,12,0,False,2.67,0.11,24.89,1.44,0.56,171.78,0.43,0.31,0.55,0.7,0.39,0.37,0.23,0.56,0.44,Middleweight,Male,Wrestler
Liz 'Girlrilla' Carmouche,Liz Carmouche,Girlrilla,5.6,125.0,Orthodox,13,7,0,False,2.9,0.0,31.4,2.5,0.4,273.0,0.51,0.38,0.65,0.7,0.43,0.85,0.75,0.4,0.0,Women's Flyweight,Female,Striker
Roan 'Jucao' Carneiro,Roan Carneiro,Jucao,5.11,170.0,Orthodox,21,11,0,False,2.22,0.0,14.78,2.0,1.0,247.44,0.4,0.34,0.54,0.67,0.32,0.54,0.42,0.89,0.22,Welterweight,Male,Wrestler
Ariane 'Sorriso' Carnelossi,Ariane Carnelossi,Sorriso,5.2,115.0,Orthodox,15,3,0,False,2.6,0.0,31.4,1.0,0.2,253.2,0.59,0.54,0.8,0.2,0.49,0.82,0.49,0.6,0.4,Women's Strawweight,Female,Striker
Luana 'Dread' Carolina,Luana Carolina,Dread,5.6,135.0,Orthodox,11,4,0,False,2.78,0.11,61.78,0.33,0.44,175.78,0.48,0.34,0.6,0.84,0.44,0.58,0.49,0.67,0.33,Women's Flyweight,Female,Striker
Clayton 'No Nickname' Carpenter,Clayton Carpenter,No Nickname,5.6,125.0,Orthodox,8,1,0,False,2.0,0.0,26.33,1.0,1.33,179.33,0.59,0.5,0.84,0.53,0.52,0.61,0.58,1.33,0.33,Flyweight,Male,Wrestler
Cain 'The Insane' Carrizosa,Cain Carrizosa,The Insane,5.8,155.0,Orthodox,10,3,0,False,2.0,0.5,22.0,0.0,0.0,30.0,0.22,0.21,0.25,0.25,0.22,0.2,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Shonie 'Mr. International' Carter,Shonie Carter,Mr. International,5.1,170.0,Southpaw,51,31,7,False,2.17,0.33,18.83,1.67,0.0,171.0,0.42,0.26,0.64,0.76,0.39,0.7,0.26,0.0,0.67,Welterweight,Male,Wrestler
Antonio 'Pato' Carvalho,Antonio Carvalho,Pato,5.9,145.0,Orthodox,15,6,0,False,2.0,0.25,26.0,0.0,0.0,41.0,0.31,0.2,0.49,0.89,0.28,0.32,0.28,0.0,0.0,Featherweight,Male,Hybrid
Shane 'The Engineer' Carwin,Shane Carwin,The Engineer,6.2,265.0,Orthodox,12,2,0,False,1.5,0.67,21.83,0.33,0.0,45.67,0.42,0.4,0.59,0.17,0.23,0.49,0.64,0.0,0.0,Heavyweight,Male,Hybrid
Johnny 'Hollywood' Case,Johnny Case,Hollywood,5.1,155.0,Orthodox,22,6,0,False,2.83,0.33,52.17,1.5,0.17,207.17,0.43,0.33,0.49,0.85,0.39,0.46,0.57,0.0,0.17,Lightweight,Male,Striker
Kevin 'King' Casey,Kevin Casey,King,5.11,185.0,Southpaw,9,5,2,False,2.14,0.14,24.29,0.43,0.29,158.0,0.49,0.43,0.66,0.48,0.34,0.69,0.47,0.29,0.14,Middleweight,Male,Striker
Cortney 'Cast Iron' Casey,Cortney Casey,Cast Iron,5.7,125.0,Orthodox,10,10,0,False,2.6,0.0,54.4,0.33,0.4,137.47,0.43,0.38,0.56,0.66,0.36,0.67,0.5,0.4,0.13,Women's Flyweight,Female,Striker
Dwayne 'No Nickname' Cason,Dwayne Cason,No Nickname,5.1,212.0,Orthodox,1,1,0,False,1.0,0.0,5.5,0.5,0.0,118.066,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,Heavyweight,Male,No Clear Style
John 'Sexi Mexi' Castaneda,John Castaneda,Sexi Mexi,5.6,135.0,Switch,21,8,0,False,2.62,0.5,58.0,1.38,0.12,102.5,0.47,0.4,0.68,0.76,0.46,0.64,0.25,0.0,0.0,Catch Weight,Male,Striker
Gil 'No Nickname' Castillo,Gil Castillo,No Nickname,5.9,170.0,Southpaw,8,5,0,False,3.0,0.0,9.0,3.33,0.0,493.67,0.46,0.42,0.25,0.67,0.5,0.33,0.15,0.0,0.0,Welterweight,Male,Striker
Danny 'Last Call' Castillo,Danny Castillo,Last Call,5.9,155.0,Orthodox,17,10,0,False,2.64,0.14,33.64,2.21,0.21,177.86,0.42,0.3,0.62,0.78,0.39,0.41,0.45,0.93,0.29,Lightweight,Male,Wrestler
Nick 'The Jersey Devil' Catone,Nick Catone,The Jersey Devil,6.0,185.0,Southpaw,10,4,0,False,2.62,0.0,24.5,2.88,0.38,174.5,0.52,0.42,0.62,0.85,0.42,0.61,0.72,0.38,0.12,Middleweight,Male,Striker
Luke 'Lil' Hulk' Caudillo,Luke Caudillo,Lil' Hulk,5.7,155.0,Orthodox,17,17,0,False,2.0,0.5,17.0,0.0,0.0,8.0,0.34,0.25,0.78,0.4,0.24,0.52,0.0,0.0,0.0,Lightweight,Male,Hybrid
Rafael 'Feijao' Cavalcante,Rafael Cavalcante,Feijao,6.1,205.0,Orthodox,12,7,0,False,2.2,0.2,16.6,0.0,0.0,92.8,0.48,0.45,0.47,0.65,0.38,0.64,0.55,0.0,0.0,Light Heavyweight,Male,Hybrid
Jacqueline 'No Nickname' Cavalcanti,Jacqueline Cavalcanti,No Nickname,5.8,135.0,Orthodox,9,1,0,False,3.0,0.0,86.0,0.0,0.0,84.75,0.38,0.24,0.62,0.9,0.37,0.36,0.0,0.0,0.0,Women's Bantamweight,Female,Hybrid
Magnus 'Jycken' Cedenblad,Magnus Cedenblad,Jycken,6.5,185.0,Orthodox,14,5,0,False,2.0,0.17,18.67,1.5,0.5,187.67,0.55,0.44,0.45,0.61,0.47,0.38,0.49,0.33,0.33,Middleweight,Male,Striker
Yosdenis 'Pink Panther' Cedeno,Yosdenis Cedeno,Pink Panther,5.8,155.0,Orthodox,10,6,1,False,2.5,0.25,20.5,0.0,0.25,175.75,0.31,0.23,0.55,0.65,0.4,0.88,0.14,0.0,0.75,Lightweight,Male,Hybrid
Henry 'Triple C' Cejudo,Henry Cejudo,Triple C,5.4,135.0,Orthodox,16,5,0,False,2.87,0.33,51.87,1.67,0.13,111.6,0.48,0.36,0.74,0.74,0.42,0.6,0.42,0.07,0.0,Bantamweight,Male,Striker
Adam 'El Naturel' Cella,Adam Cella,El Naturel,6.2,170.0,Orthodox,6,8,0,False,1.0,0.0,2.0,0.0,0.0,0.0,0.16,0.12,0.0,0.5,0.17,0.0,0.0,0.0,0.0,Middleweight,Male,No Clear Style
Katlyn 'Blonde Fighter' Cerminara,Katlyn Cerminara,Blonde Fighter,5.9,125.0,Orthodox,18,6,0,False,2.88,0.06,64.94,0.29,0.29,100.76,0.39,0.29,0.63,0.78,0.35,0.63,0.31,0.29,0.0,Women's Flyweight,Female,Striker
Rafael 'The Lion' Cerqueira,Rafael Cerqueira,The Lion,6.3,205.0,Southpaw,11,3,0,False,1.67,0.0,9.67,0.0,0.0,9.0,0.62,0.22,0.0,1.0,0.62,0.0,0.0,0.0,0.0,Light Heavyweight,Male,Hybrid
Donald 'Cowboy' Cerrone,Donald Cerrone,Cowboy,6.1,155.0,Orthodox,36,17,0,False,2.13,0.53,46.0,0.63,0.29,65.16,0.47,0.34,0.64,0.85,0.45,0.51,0.31,0.24,0.11,Welterweight,Male,Striker
Luan 'Tarzan' Chagas,Luan Chagas,Tarzan,6.0,170.0,Orthodox,15,3,1,False,2.5,1.0,48.25,0.25,0.25,106.5,0.42,0.36,0.44,0.8,0.4,0.87,0.59,0.25,0.5,Welterweight,Male,Striker
Edgar 'Puro Chicali' Chairez,Edgar Chairez,Puro Chicali,5.7,125.0,Orthodox,12,6,0,False,1.8,0.2,26.6,0.0,1.2,64.2,0.55,0.38,0.56,0.69,0.54,0.4,0.31,1.0,0.2,Flyweight,Male,Striker
Ansar 'No Nickname' Chalangov,Ansar Chalangov,No Nickname,5.9,170.0,Orthodox,14,5,0,False,1.0,0.0,2.0,0.0,1.5,26.0,0.75,0.75,0.0,0.5,0.25,0.5,0.5,1.5,0.5,Welterweight,Male,Wrestler
Alex 'Astro Girl' Chambers,Alex Chambers,Astro Girl,5.3,115.0,Southpaw,5,5,0,False,2.2,0.0,27.0,1.4,0.6,49.6,0.55,0.49,0.48,0.65,0.55,0.65,0.22,1.8,0.4,Women's Strawweight,Female,Wrestler
Michael 'Iron' Chandler,Michael Chandler,Iron,5.8,155.0,Orthodox,23,10,0,False,2.71,0.29,45.0,1.29,0.14,148.57,0.51,0.4,0.63,0.77,0.46,0.4,0.53,0.14,0.29,Lightweight,Male,Striker
Chelsea 'No Nickname' Chandler,Chelsea Chandler,No Nickname,5.8,135.0,Southpaw,6,4,0,False,2.2,0.0,36.8,0.6,0.0,81.0,0.48,0.39,0.68,0.68,0.44,0.66,0.2,0.0,0.0,Women's Bantamweight,Female,Striker
Donnie 'No Nickname' Chappell,Donnie Chappell,No Nickname,5.11,178.0,Southpaw,0,1,0,False,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Joe 'The Ghetto Man' Charles,Joe Charles,The Ghetto Man,6.1,260.0,Southpaw,6,13,0,False,1.0,0.0,1.0,0.0,0.0,34.8,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,Heavyweight,Male,Hybrid
Morgan 'The Last Pirate' Charriere,Morgan Charriere,The Last Pirate,5.8,145.0,Orthodox,21,11,1,False,2.4,0.6,40.6,1.4,0.2,115.8,0.51,0.45,0.78,0.69,0.48,0.68,0.46,0.0,0.6,Featherweight,Male,Striker
Ernest 'EJ' Chavez,Ernest Chavez,EJ,5.8,145.0,Orthodox,10,2,0,False,2.33,0.0,31.33,0.67,0.0,142.0,0.41,0.33,0.42,0.71,0.39,0.54,0.17,0.0,0.0,Lightweight,Male,Hybrid
Danny 'The Colombian Warrior' Chavez,Danny Chavez,The Colombian Warrior,5.8,145.0,Orthodox,11,5,1,False,2.5,0.0,33.0,1.5,0.0,27.0,0.34,0.27,0.4,0.6,0.33,0.58,0.25,0.0,0.0,Featherweight,Male,Hybrid
Albert 'No Nickname' Cheng,Albert Cheng,No Nickname,5.11,170.0,Orthodox,7,4,0,False,1.0,0.0,5.0,0.0,0.0,32.0,0.28,0.27,0.0,0.43,0.29,0.0,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Fabio 'Water Buffalo' Cherant,Fabio Cherant,Water Buffalo,6.1,205.0,Southpaw,7,4,0,False,1.67,0.0,9.33,0.0,0.0,7.33,0.32,0.17,0.53,0.33,0.32,0.0,0.0,0.0,0.0,Light Heavyweight,Male,No Clear Style
Macy 'No Nickname' Chiasson,Macy Chiasson,No Nickname,5.11,135.0,Orthodox,11,4,0,False,2.33,0.17,35.67,1.42,0.25,185.58,0.49,0.39,0.71,0.62,0.43,0.54,0.35,0.08,0.17,Women's Bantamweight,Female,Striker
Michael 'Maverick' Chiesa,Michael Chiesa,Maverick,6.1,170.0,Southpaw,19,7,0,False,2.24,0.05,19.48,1.95,0.62,188.33,0.45,0.32,0.71,0.64,0.39,0.42,0.29,0.67,0.1,Welterweight,Male,Wrestler
Giga 'Ninja' Chikadze,Giga Chikadze,Ninja,6.0,145.0,Orthodox,15,5,0,False,2.82,0.55,52.45,0.18,0.18,57.73,0.43,0.35,0.6,0.75,0.41,0.26,0.48,0.0,0.18,Featherweight,Male,Striker
Khamzat 'Borz' Chimaev,Khamzat Chimaev,Borz,6.2,185.0,Orthodox,15,0,0,True,2.0,0.22,33.11,2.89,1.0,39.56,0.49,0.36,0.34,0.39,0.41,0.21,0.44,0.44,0.0,Middleweight,Male,Hybrid
Sako 'No Nickname' Chivitchian,Sako Chivitchian,No Nickname,5.11,155.0,Orthodox,8,1,0,False,3.0,0.0,36.0,0.0,0.0,148.0,0.53,0.33,0.94,0.81,0.47,0.9,0.0,0.0,0.0,Lightweight,Male,Striker
Dooho 'The Korean Superboy' Choi,Dooho Choi,The Korean Superboy,5.1,145.0,Orthodox,16,4,1,False,2.0,0.44,38.22,0.78,0.33,52.67,0.49,0.41,0.61,0.39,0.43,0.67,0.62,0.33,0.11,Featherweight,Male,Striker
SeungWoo 'Sting' Choi,SeungWoo Choi,Sting,6.0,145.0,Orthodox,11,8,0,False,2.18,0.45,34.91,0.55,0.0,99.18,0.43,0.34,0.61,0.75,0.39,0.52,0.48,0.0,0.0,Featherweight,Male,Striker
SeungGuk 'No Nickname' Choi,SeungGuk Choi,No Nickname,5.6,125.0,Orthodox,7,3,0,False,3.0,1.0,20.0,0.0,0.0,107.0,0.41,0.33,0.33,0.63,0.42,0.33,0.0,3.0,0.0,Flyweight,Male,Hybrid
DongHun 'No Nickname' Choi,DongHun Choi,No Nickname,5.5,125.0,Switch,9,0,0,False,1.0,1.0,12.0,0.0,0.0,0.0,0.08,0.0,0.0,0.5,0.09,0.0,0.0,0.0,0.0,Flyweight,Male,No Clear Style
Mark 'The Shark' Choinski,Mark Choinski,The Shark,5.8,155.0,Orthodox,8,1,0,False,3.0,0.0,58.0,2.0,0.0,279.0,0.5,0.47,0.78,1.0,0.51,0.33,1.0,0.0,0.0,Lightweight,Male,Striker
John 'No Nickname' Cholish,John Cholish,No Nickname,5.11,155.0,Orthodox,8,3,0,False,2.33,0.0,31.0,0.67,0.0,25.0,0.27,0.16,0.56,0.84,0.28,0.33,0.0,0.0,0.0,Lightweight,Male,Hybrid
Ryo 'Piranah' Chonan,Ryo Chonan,Piranah,5.9,170.0,Orthodox,22,13,0,False,3.0,0.0,38.0,0.5,0.0,279.5,0.38,0.28,0.86,0.85,0.35,0.38,0.46,0.0,1.0,Welterweight,Male,Wrestler
Will 'The Kill' Chope,Will Chope,The Kill,6.4,145.0,Switch,34,13,0,False,2.0,0.0,33.0,0.0,0.0,61.0,0.27,0.22,0.29,0.8,0.25,0.5,0.0,0.0,0.0,Featherweight,Male,Hybrid
Joachim 'No Nickname' Christensen,Joachim Christensen,No Nickname,6.3,205.0,Orthodox,14,6,0,False,1.75,0.5,23.25,0.0,0.0,90.0,0.53,0.42,0.58,0.95,0.42,0.33,0.67,0.25,0.0,Light Heavyweight,Male,Striker
Dan 'The Sandman' Christison,Dan Christison,The Sandman,6.8,265.0,Orthodox,20,7,0,False,3.0,0.0,60.5,0.0,1.0,150.0,0.52,0.4,0.75,0.96,0.48,0.59,0.66,1.0,0.5,Heavyweight,Male,Wrestler
Anthony 'No Nickname' Christodoulou,Anthony Christodoulou,No Nickname,5.9,155.0,Orthodox,12,7,0,False,2.5,0.0,20.0,0.0,0.0,126.0,0.37,0.3,0.36,0.7,0.36,0.38,0.0,0.5,0.0,Lightweight,Male,Hybrid
Mike 'No Nickname' Ciesnolevicz,Mike Ciesnolevicz,No Nickname,6.0,235.0,Orthodox,19,4,0,False,1.0,0.0,1.5,0.0,1.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,1.0,0.0,Heavyweight,Male,No Clear Style
Hannah 'Shockwave' Cifers,Hannah Cifers,Shockwave,5.1,115.0,Orthodox,10,7,0,False,2.0,0.29,41.57,0.14,0.14,52.29,0.43,0.3,0.66,0.9,0.35,0.69,0.43,0.14,0.0,Women's Strawweight,Female,Striker
Misha 'No Nickname' Cirkunov,Misha Cirkunov,No Nickname,6.3,205.0,Orthodox,15,9,0,False,1.46,0.0,18.23,1.31,0.54,66.77,0.56,0.48,0.75,0.41,0.43,0.57,0.46,0.54,0.15,Light Heavyweight,Male,Striker
Laverne 'No Nickname' Clark,Laverne Clark,No Nickname,5.11,170.0,Orthodox,27,21,1,False,1.5,0.25,8.75,0.5,0.0,170.0,0.57,0.52,0.7,0.0,0.46,0.42,0.64,0.0,0.5,Lightweight,Male,Wrestler
Logan 'No Nickname' Clark,Logan Clark,No Nickname,6.2,185.0,Orthodox,18,6,0,False,3.0,0.0,40.0,0.0,2.0,229.0,0.72,0.68,0.85,1.0,0.33,0.64,0.89,2.0,1.0,Middleweight,Male,Wrestler
Heather 'Hurricane' Clark,Heather Clark,Hurricane,5.6,115.0,Orthodox,7,6,0,False,3.0,0.0,55.33,0.33,0.33,166.67,0.5,0.4,0.66,0.91,0.44,0.74,0.33,0.0,0.33,Women's Strawweight,Female,Striker
Devin 'Brown Bear' Clark,Devin Clark,Brown Bear,6.0,205.0,Orthodox,14,9,0,False,2.47,0.18,34.59,1.65,0.06,244.65,0.55,0.45,0.73,0.8,0.44,0.72,0.42,0.12,0.06,Light Heavyweight,Male,Striker
Jessica-Rose 'No Nickname' Clark,Jessica-Rose Clark,No Nickname,5.5,135.0,Orthodox,11,9,0,False,2.56,0.0,44.78,1.33,0.22,210.33,0.51,0.47,0.54,0.51,0.41,0.53,0.66,0.44,0.11,Women's Bantamweight,Female,Striker
Mitch 'Danger Zone' Clarke,Mitch Clarke,Danger Zone,5.1,155.0,Orthodox,11,5,0,False,2.29,0.0,23.71,0.43,0.29,172.14,0.51,0.42,0.61,0.63,0.46,0.59,0.41,0.43,0.71,Lightweight,Male,Striker
Rich 'No Love' Clementi,Rich Clementi,No Love,5.9,155.0,Southpaw,45,23,1,False,2.3,0.0,17.1,1.4,0.8,149.8,0.37,0.24,0.69,0.77,0.31,0.47,0.36,0.8,0.3,Lightweight,Male,Wrestler
Chris 'The Menace' Clements,Chris Clements,The Menace,5.1,170.0,Orthodox,12,6,0,False,2.4,0.4,33.0,0.0,0.2,132.4,0.56,0.49,0.55,0.51,0.52,0.6,0.39,0.4,0.0,Welterweight,Male,Striker
Josh 'The Gentleman' Clopton,Josh Clopton,The Gentleman,5.6,145.0,Orthodox,6,2,1,False,3.0,0.0,24.0,2.0,0.0,332.0,0.53,0.42,1.0,0.46,0.43,0.46,0.68,0.0,0.0,Featherweight,Male,Striker
Brian 'No Nickname' Cobb,Brian Cobb,No Nickname,5.11,155.0,Orthodox,20,9,0,False,2.0,0.0,0.0,2.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
John 'The Potter' Cofer,John Cofer,The Potter,5.9,155.0,Southpaw,8,4,0,False,3.0,0.0,33.5,1.0,0.0,117.0,0.44,0.34,0.8,0.79,0.39,0.63,0.5,0.0,1.5,Lightweight,Male,Striker
Felipe 'Cabocao' Colares,Felipe Colares,Cabocao,5.8,145.0,Orthodox,10,4,0,False,3.0,0.0,31.83,1.83,0.5,229.0,0.49,0.41,0.7,0.7,0.44,0.64,0.36,0.67,0.67,Featherweight,Male,Wrestler
Mark 'The Hammer' Coleman,Mark Coleman,The Hammer,6.1,205.0,Orthodox,16,10,0,False,1.75,0.0,20.25,2.08,0.67,320.0,0.6,0.59,0.46,0.31,0.37,0.31,0.62,0.67,0.0,Light Heavyweight,Male,Wrestler
Clay 'Cassius' Collard,Clay Collard,Cassius,5.11,145.0,Orthodox,14,7,0,False,3.0,0.5,62.0,2.75,0.5,173.0,0.33,0.23,0.59,0.87,0.3,0.61,0.72,0.5,1.0,Featherweight,Male,Wrestler
Jake 'The Prototype' Collier,Jake Collier,The Prototype,6.3,230.0,Orthodox,13,10,0,False,2.36,0.21,61.57,0.5,0.43,108.0,0.44,0.36,0.69,0.69,0.41,0.56,0.29,0.36,0.14,Heavyweight,Male,Striker
Christian 'No Nickname' Colombo,Christian Colombo,No Nickname,6.5,265.0,Orthodox,8,3,1,False,2.33,0.0,27.0,0.0,0.0,37.67,0.31,0.2,0.92,0.33,0.2,0.88,0.22,0.0,0.0,Heavyweight,Male,Hybrid
Wes 'The Soldier' Combs,Wes Combs,The Soldier,6.2,205.0,Orthodox,20,6,0,False,1.0,0.0,7.0,0.0,0.0,0.5,0.45,0.16,0.5,0.95,0.44,0.2,0.0,0.0,0.0,Light Heavyweight,Male,Hybrid
Carlos 'The Natural Born Killer' Condit,Carlos Condit,The Natural Born Killer,6.2,170.0,Orthodox,32,14,0,False,2.84,0.32,52.95,0.47,0.58,152.79,0.38,0.33,0.57,0.52,0.3,0.43,0.56,0.53,0.37,Welterweight,Male,Wrestler
Chris 'No Nickname' Condo,Chris Condo,No Nickname,6.0,335.0,Orthodox,0,1,0,False,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Tristan 'Boondock' Connelly,Tristan Connelly,Boondock,5.1,145.0,Orthodox,14,8,0,False,3.0,0.0,49.67,0.33,0.33,107.0,0.45,0.35,0.78,1.0,0.39,0.82,0.5,0.0,0.0,Welterweight,Male,Striker
Bob 'Crazy' Cook,Bob Cook,Crazy,5.9,170.0,Orthodox,5,0,0,False,2.0,0.0,22.0,1.0,2.0,69.0,0.46,0.4,0.64,0.5,0.44,0.58,0.0,2.0,0.0,Lightweight,Male,Wrestler
Amanda 'ABC' Cooper,Amanda Cooper,ABC,5.3,115.0,Switch,3,5,0,False,1.83,0.0,29.0,0.83,1.0,179.67,0.44,0.34,0.55,0.61,0.34,0.32,0.42,1.33,0.17,Women's Strawweight,Female,Wrestler
Kit 'Havoc' Cope,Kit Cope,Havoc,6.0,170.0,Orthodox,6,7,0,False,2.0,0.0,8.0,0.0,0.0,15.0,0.53,0.46,1.0,1.0,0.2,0.71,0.67,0.0,0.0,Welterweight,Male,Striker
Chris 'C-Murder' Cope,Chris Cope,C-Murder,6.0,170.0,Orthodox,8,4,0,False,2.0,0.0,29.0,0.0,0.0,60.33,0.43,0.32,0.51,0.94,0.47,0.89,0.14,0.0,0.0,Welterweight,Male,Hybrid
Josh 'Cuddly Bear' Copeland,Josh Copeland,Cuddly Bear,6.1,265.0,Orthodox,12,4,0,False,3.0,0.0,14.5,0.0,0.0,5.0,0.3,0.25,0.8,0.5,0.24,0.54,0.0,0.0,0.0,Heavyweight,Male,Hybrid
Akira 'No Nickname' Corassani,Akira Corassani,No Nickname,5.8,145.0,Orthodox,12,6,0,False,1.83,0.0,23.17,0.33,0.0,110.33,0.48,0.42,0.54,0.58,0.44,0.55,0.44,0.0,0.0,Featherweight,Male,Striker
Alden 'Cobra' Coria,Alden Coria,Cobra,5.8,125.0,Orthodox,11,3,0,False,3.0,0.0,42.0,2.0,0.0,84.0,0.21,0.19,0.17,0.31,0.21,0.0,0.0,2.0,0.0,Flyweight,Male,No Clear Style
Daniel 'DC' Cormier,Daniel Cormier,DC,5.11,235.0,Orthodox,22,3,0,False,3.0,0.13,60.73,1.53,0.53,187.07,0.53,0.46,0.81,0.78,0.4,0.62,0.6,0.33,0.0,Heavyweight,Male,Striker
Nora 'No Nickname' Cornolle,Nora Cornolle,No Nickname,5.7,135.0,Orthodox,9,3,0,False,2.6,0.2,33.0,0.2,0.2,122.6,0.51,0.4,0.84,0.63,0.45,0.79,0.0,0.2,0.8,Women's Bantamweight,Female,Striker
Bethe 'Pitbull' Correia,Bethe Correia,Pitbull,5.5,135.0,Orthodox,11,6,1,False,2.75,0.0,55.33,0.33,0.0,65.58,0.46,0.38,0.65,0.81,0.43,0.68,0.27,0.0,0.0,Women's Bantamweight,Female,Striker
Wesley 'Cabbage' Correira,Wesley Correira,Cabbage,6.3,260.0,Orthodox,20,16,0,False,1.75,0.25,16.25,0.0,0.0,5.25,0.4,0.38,0.5,0.38,0.31,0.5,0.25,0.0,0.0,Heavyweight,Male,Hybrid
Waldo 'Salsa Boy' Cortes-Acosta,Waldo Cortes-Acosta,Salsa Boy,6.4,260.0,Orthodox,14,2,0,False,2.67,0.22,71.0,0.33,0.11,102.56,0.45,0.36,0.61,0.84,0.46,0.36,0.13,0.11,0.0,Heavyweight,Male,Hybrid
Tracy 'No Nickname' Cortez,Tracy Cortez,No Nickname,5.5,125.0,Orthodox,12,2,0,False,3.29,0.0,61.0,2.14,0.43,235.29,0.44,0.37,0.78,0.77,0.39,0.79,0.44,0.29,0.29,Women's Flyweight,Female,Striker
